mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,workunit_id,step_id,class,verbose_text,worker_id,step_id,pattern
4,2,14,3,3,4,0,0,2,2,0,0,0,0,0,0,0,0,2.169197397,1.084598698,7.592190889,1.626898048,1.626898048,2.169197397,0,0,1.084598698,1.084598698,0,0,0,0,0,0,0,0,1.844,0,0,1,0,0,0,3C8QQOM6JPDHABS9RTWH2O6S1I2ILP#57902443-211a-44fb-8cf6-6a1ea8337c31#1A12ZNF8MIJ7624,Amounts -  11/11,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3C8QQOM6JPDHABS9RTWH2O6S1I2ILP - Workunit: Amounts -  11/11 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
4,1,13,2,2,1,0,0,4,4,0,0,0,0,0,0,0,0,7.8125,1.953125,25.390625,3.90625,3.90625,1.953125,0,0,7.8125,7.8125,0,0,0,0,0,0,0,0,0.512,0,0,1,0,0,0,3C8QQOM6JPDHABS9RTWH2O6S1I2ILP#57902443-211a-44fb-8cf6-6a1ea8337c31#1A12ZNF8MIJ7624,Amounts -  3/11,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3C8QQOM6JPDHABS9RTWH2O6S1I2ILP - Workunit: Amounts -  3/11 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
4,0,13,2,2,1,0,0,4,4,0,0,0,0,0,0,0,0,9.615384615,0,31.25,4.807692308,4.807692308,2.403846154,0,0,9.615384615,9.615384615,0,0,0,0,0,0,0,0,0.416,0,0,1,0,0,0,3C8QQOM6JPDHABS9RTWH2O6S1I2ILP#57902443-211a-44fb-8cf6-6a1ea8337c31#1A12ZNF8MIJ7624,Amounts -  4/11,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3C8QQOM6JPDHABS9RTWH2O6S1I2ILP - Workunit: Amounts -  4/11 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
4,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,12.26993865,0,21.472392638,3.067484663,3.067484663,3.067484663,0,0,6.134969325,6.134969325,0,0,0,0,0,0,0,0,0.326,0,0,1,0,0,0,3C8QQOM6JPDHABS9RTWH2O6S1I2ILP#57902443-211a-44fb-8cf6-6a1ea8337c31#1A12ZNF8MIJ7624,Amounts -  5/11,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3C8QQOM6JPDHABS9RTWH2O6S1I2ILP - Workunit: Amounts -  5/11 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
3,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,14.851485149,0,34.653465347,4.95049505,4.95049505,4.95049505,0,0,9.900990099,9.900990099,0,0,0,0,0,0,0,0,0.202,0,0,1,0,0,0,3C8QQOM6JPDHABS9RTWH2O6S1I2ILP#57902443-211a-44fb-8cf6-6a1ea8337c31#1A12ZNF8MIJ7624,Amounts -  6/11,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3C8QQOM6JPDHABS9RTWH2O6S1I2ILP - Workunit: Amounts -  6/11 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
3,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,5.836575875,1.945525292,13.618677043,1.945525292,1.945525292,1.945525292,0,0,3.891050584,3.891050584,0,0,0,0,0,0,0,0,0.514,0,0,1,0,0,0,3D1UCPY6GGL751Q7C1GQTDIXY0283P#97364674-473a-4fde-9d7d-989f57a8c927#1A12ZNF8MIJ7624,Amounts -  2/9,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3D1UCPY6GGL751Q7C1GQTDIXY0283P - Workunit: Amounts -  2/9 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
3,0,8,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,14.705882353,0,39.215686275,4.901960784,4.901960784,4.901960784,0,4.901960784,9.803921569,9.803921569,0,0,0,0,0,0,0,0,0.204,0,0,1,0,0,0,3D1UCPY6GGL751Q7C1GQTDIXY0283P#97364674-473a-4fde-9d7d-989f57a8c927#1A12ZNF8MIJ7624,Amounts -  4/9,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3D1UCPY6GGL751Q7C1GQTDIXY0283P - Workunit: Amounts -  4/9 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
4,0,13,2,2,1,0,0,4,4,0,0,0,0,0,0,0,0,11.204481793,0,36.414565826,5.602240896,5.602240896,2.801120448,0,0,11.204481793,11.204481793,0,0,0,0,0,0,0,0,0.357,0,0,1,0,0,0,3D1UCPY6GGL751Q7C1GQTDIXY0283P#97364674-473a-4fde-9d7d-989f57a8c927#1A12ZNF8MIJ7624,Amounts -  8/9,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3D1UCPY6GGL751Q7C1GQTDIXY0283P - Workunit: Amounts -  8/9 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
6,3,6,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2.33826968,1.16913484,2.33826968,0.389711613,0.389711613,0.779423227,0,0,0.389711613,0.389711613,0,0,0,0,0,0,0,0,2.566,0,0,1,0,0,0,3D1UCPY6GGL751Q7C1GQTDIXY0283P#97364674-473a-4fde-9d7d-989f57a8c927#1A12ZNF8MIJ7624,Amounts -  9/9,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3D1UCPY6GGL751Q7C1GQTDIXY0283P - Workunit: Amounts -  9/9 - Pattern: Low No. Fields,A12ZNF8MIJ7624,1469,Low No. Fields
4,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,5,0,25.316455696,0,44.303797468,6.329113924,6.329113924,6.329113924,0,0,12.658227848,12.658227848,0,0,0,0,0,0,31.64556962,0,0.158,0,0,0,0,1,0,3B9XR6P1WE71SDQ3IYSN0MPN23JJBL#92d7eb3c-ff71-45d4-a3f0-8e0aa4cb9301#1A18Z4R0CJI0134,Table -  2/4,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3B9XR6P1WE71SDQ3IYSN0MPN23JJBL - Workunit: Table -  2/4 - Pattern: Too fast for a WU,A18Z4R0CJI0134,1469,Too fast for a WU
16,6,22,4,4,4,0,0,5,5,0,0,0,0,0,0,5,0,4.726735598,1.772525849,6.499261448,1.1816839,1.1816839,1.1816839,0,0,1.477104874,1.477104874,0,0,0,0,0,0,1.477104874,0,3.385,0,0,1,0,0,0,3OJX0UFJ0ZJRI0M0WDI5GI38VJXU91#def64ae6-9e99-40d5-89d1-e212887006ff#1A18Z4R0CJI0134,Amounts -  1/8,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3OJX0UFJ0ZJRI0M0WDI5GI38VJXU91 - Workunit: Amounts -  1/8 - Pattern: Low No. Fields,A18Z4R0CJI0134,1469,Low No. Fields
3,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,6.976744186,0,16.279069767,2.325581395,2.325581395,2.325581395,0,0,4.651162791,4.651162791,0,0,0,0,0,0,0,0,0.43,0,0,1,0,0,0,3OJX0UFJ0ZJRI0M0WDI5GI38VJXU91#def64ae6-9e99-40d5-89d1-e212887006ff#1A18Z4R0CJI0134,Amounts -  3/8,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3OJX0UFJ0ZJRI0M0WDI5GI38VJXU91 - Workunit: Amounts -  3/8 - Pattern: Low No. Fields,A18Z4R0CJI0134,1469,Low No. Fields
6,0,14,2,2,2,0,0,4,4,0,0,0,0,0,0,1,0,14.150943396,0,33.018867925,4.716981132,4.716981132,4.716981132,0,0,9.433962264,9.433962264,0,0,0,0,0,0,2.358490566,0,0.424,0,0,1,0,0,0,3OJX0UFJ0ZJRI0M0WDI5GI38VJXU91#def64ae6-9e99-40d5-89d1-e212887006ff#1A18Z4R0CJI0134,Amounts -  4/8,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3OJX0UFJ0ZJRI0M0WDI5GI38VJXU91 - Workunit: Amounts -  4/8 - Pattern: High No. NAs,A18Z4R0CJI0134,1469,High No. NAs
5,0,13,2,2,1,0,0,4,4,0,0,0,0,0,0,0,0,15.337423313,0,39.877300613,6.134969325,6.134969325,3.067484663,0,0,12.26993865,12.26993865,0,0,0,0,0,0,0,0,0.326,0,0,1,0,0,0,3OJX0UFJ0ZJRI0M0WDI5GI38VJXU91#def64ae6-9e99-40d5-89d1-e212887006ff#1A18Z4R0CJI0134,Amounts -  7/8,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3OJX0UFJ0ZJRI0M0WDI5GI38VJXU91 - Workunit: Amounts -  7/8 - Pattern: Low No. Fields,A18Z4R0CJI0134,1469,Low No. Fields
5,1,7,1,1,1,0,0,2,2,0,0,0,0,1,0,11,0,9.057971014,1.811594203,12.68115942,1.811594203,1.811594203,1.811594203,0,0,3.623188406,3.623188406,0,0,0,0,1.811594203,0,19.927536232,0,0.552,0,0,0,1,0,0,3Z3R5YC0P3ZLJXYOZUSNLI3HF3STF8#d8d3065b-6a1e-4051-8263-07e269a524e7#1A18Z4R0CJI0134,Dates -  3/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3Z3R5YC0P3ZLJXYOZUSNLI3HF3STF8 - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,A18Z4R0CJI0134,1469,Too fast for a WU
114,16,16,2,2,2,0,0,5,5,0,0,0,0,8,0,13,0,8.991954567,1.262028711,1.262028711,0.157753589,0.157753589,0.157753589,0,0,0.394383972,0.394383972,0,0,0,0,0.631014356,0,1.025398328,0,12.678,65.407,0,0,0,1,0,3S4TINXCC0ZFTOH0YBKS8I691WHBOI#8179d698-1079-4ccb-ab09-abaf8235eeb3#1A21P70QPUC8RDI,Table -  1/7,1468,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1468/jobs?id=&platform_job_id=3S4TINXCC0ZFTOH0YBKS8I691WHBOI - Workunit: Table -  1/7 - Pattern: Low No. Fields,A21P70QPUC8RDI,1468,Low No. Fields
