mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,workunit_id,step_id,class,verbose_text,worker_id,step_id,pattern
15,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,5.283550546,0,1.408946812,0,0,0,0,0,0.704473406,0.704473406,0,0,0,0,0,0,1.761183515,0,2.839,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  1/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  1/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.009615385,0,4.807692308,0,0,0,0,0,2.403846154,2.403846154,0,0,0,0,0,0,0,0,0.832,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  10/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  10/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
4,2,6,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2.861230329,1.430615165,4.291845494,0.715307582,0.715307582,1.430615165,0,0,0.715307582,0.715307582,0,0,0,0,0,0,0,0,1.398,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  11/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  11/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4.516711834,0,3.613369467,0,0,0,0,0,1.806684734,1.806684734,0,0,0,0,0,0,0,0,1.107,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  2/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  2/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.329113924,0,5.063291139,0,0,0,0,0,2.53164557,2.53164557,0,0,0,0,0,0,0,0,0.79,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  3/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  3/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.500550055,0,4.400440044,0,0,0,0,0,2.200220022,2.200220022,0,0,0,0,0,0,0,0,0.909,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  4/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  4/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.468305304,0,5.174644243,0,0,0,0,0,2.587322122,2.587322122,0,0,0,0,0,0,0,0,0.773,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  5/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  5/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
4,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.586592179,0,5.586592179,0,0,0,0,0,2.793296089,2.793296089,0,0,0,0,0,0,0,0,0.716,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  6/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  6/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8.976660682,0,7.181328546,0,0,0,0,0,3.590664273,3.590664273,0,0,0,0,0,0,0,0,0.557,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  7/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  7/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8.503401361,0,6.802721088,0,0,0,0,0,3.401360544,3.401360544,0,0,0,0,0,0,0,0,0.588,0,0,1,0,0,0,b59d6567-2df4-43e6-8218-a51f9bbd4f17#21d8a043-43a4-4f06-a637-659733ed72fc#16665dd46,Amounts -  8/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=b59d6567-2df4-43e6-8218-a51f9bbd4f17 - Workunit: Amounts -  8/11 - Pattern: Low No. Fields,6665dd46,1470,Low No. Fields
