mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,workunit_id,step_id,class,verbose_text,worker_id,step_id,pattern
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.793478261,0,5.434782609,0,0,0,0,0,2.717391304,2.717391304,0,0,0,0,0,0,0,0,0.736,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  10/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  10/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
9,3,8,1,1,2,0,0,2,2,0,0,0,0,0,0,0,0,2.974223397,0.991407799,2.643754131,0.330469266,0.330469266,0.660938533,0,0,0.660938533,0.660938533,0,0,0,0,0,0,0,0,3.026,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  11/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  11/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
6,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3.196590304,0,2.131060202,0,0,0,0,0,1.065530101,1.065530101,0,0,0,0,0,0,0,0,1.877,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  2/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  2/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3.825554705,0,3.060443764,0,0,0,0,0,1.530221882,1.530221882,0,0,0,0,0,0,0,0,1.307,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  3/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  3/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4.608294931,0,3.686635945,0,0,0,0,0,1.843317972,1.843317972,0,0,0,0,0,0,0,0,1.085,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  4/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  4/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4.985044865,0,3.988035892,0,0,0,0,0,1.994017946,1.994017946,0,0,0,0,0,0,0,0,1.003,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  5/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  5/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4.8828125,0,3.90625,0,0,0,0,0,1.953125,1.953125,0,0,0,0,0,0,0,0,1.024,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  6/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  6/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.586592179,0,4.469273743,0,0,0,0,0,2.234636872,2.234636872,0,0,0,0,0,0,0,0,0.895,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  7/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  7/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.053268765,0,4.842615012,0,0,0,0,0,2.421307506,2.421307506,0,0,0,0,0,0,0,0,0.826,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  8/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  8/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6.393861893,0,5.115089514,0,0,0,0,0,2.557544757,2.557544757,0,0,0,0,0,0,0,0,0.782,0,0,1,0,0,0,337409e6-a1f7-4050-bbf4-05df1210b6ea#c4ddfbd8-f228-49a5-809f-bac903453006#113cf94be,Amounts -  9/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=337409e6-a1f7-4050-bbf4-05df1210b6ea - Workunit: Amounts -  9/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
150,5,8,1,1,1,0,0,3,2,0,0,0,0,0,0,5,0,51.457975986,1.715265866,2.744425386,0.343053173,0.343053173,0.343053173,0,0,1.02915952,0.686106346,0,0,0,0,0,0,1.715265866,0,2.915,137.777,0,1,0,0,0,bbae1a88-50e6-42cd-86f2-1251add27e87#59c9c8df-4a02-4077-95cd-61445bb9dcf8#113cf94be,Amounts -  1/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=bbae1a88-50e6-42cd-86f2-1251add27e87 - Workunit: Amounts -  1/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,4.048582996,0,5.668016194,0.809716599,0.809716599,0.809716599,0,0,1.619433198,1.619433198,0,0,0,0,0,0,0,0,1.235,0,0,1,0,0,0,bbae1a88-50e6-42cd-86f2-1251add27e87#59c9c8df-4a02-4077-95cd-61445bb9dcf8#113cf94be,Amounts -  10/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=bbae1a88-50e6-42cd-86f2-1251add27e87 - Workunit: Amounts -  10/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
71,16,18,3,3,4,0,0,4,4,0,0,0,0,0,0,21,0,2.291875141,0.516478905,0.581038768,0.096839795,0.096839795,0.129119726,0,0,0.129119726,0.129119726,0,0,0,0,0,0,0.677878563,0,30.979,0,0,1,0,0,0,bbae1a88-50e6-42cd-86f2-1251add27e87#59c9c8df-4a02-4077-95cd-61445bb9dcf8#113cf94be,Amounts -  11/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=bbae1a88-50e6-42cd-86f2-1251add27e87 - Workunit: Amounts -  11/11 - Pattern: High No. NAs,13cf94be,1470,High No. NAs
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,2.916869227,0,3.403014098,0.486144871,0.486144871,0.486144871,0,0,0.972289742,0.972289742,0,0,0,0,0,0,0,0,2.057,0,0,1,0,0,0,bbae1a88-50e6-42cd-86f2-1251add27e87#59c9c8df-4a02-4077-95cd-61445bb9dcf8#113cf94be,Amounts -  2/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=bbae1a88-50e6-42cd-86f2-1251add27e87 - Workunit: Amounts -  2/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
4,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,4.219409283,0,7.383966245,1.054852321,1.054852321,1.054852321,0,0,2.109704641,2.109704641,0,0,0,0,0,0,0,0,0.948,0,0,1,0,0,0,bbae1a88-50e6-42cd-86f2-1251add27e87#59c9c8df-4a02-4077-95cd-61445bb9dcf8#113cf94be,Amounts -  3/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=bbae1a88-50e6-42cd-86f2-1251add27e87 - Workunit: Amounts -  3/11 - Pattern: Low No. Fields,13cf94be,1470,Low No. Fields
