mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,workunit_id,step_id,class,verbose_text,worker_id,step_id,pattern
37,11,15,2,2,2,0,0,5,4,0,0,0,0,0,0,5,0,3.373450036,1.002917578,1.36761488,0.182348651,0.182348651,0.182348651,0,0,0.455871627,0.364697301,0,0,0,0,0,0,0.455871627,0,10.968,12.7,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  1/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  1/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
5,0,15,3,2,2,0,0,4,4,0,0,0,0,0,0,0,0,5.574136009,0,16.722408027,3.344481605,2.229654404,2.229654404,0,0,4.459308807,4.459308807,0,0,0,0,0,0,0,0,0.897,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  10/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  10/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
4,2,6,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2.91757841,1.458789205,4.376367615,0.729394602,0.729394602,1.458789205,0,0,0.729394602,0.729394602,0,0,0,0,0,0,0,0,1.371,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  11/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  11/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
4,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,5.154639175,1.288659794,9.020618557,1.288659794,1.288659794,1.288659794,0,0,2.577319588,2.577319588,0,0,0,0,0,0,0,0,0.776,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  2/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  2/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
3,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,5.714285714,0,13.333333333,1.904761905,1.904761905,1.904761905,0,0,3.80952381,3.80952381,0,0,0,0,0,0,0,0,0.525,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  3/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  3/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
5,0,16,3,2,2,0,1,4,4,0,0,0,0,0,0,0,0,4.812319538,0,15.399422522,2.887391723,1.924927815,1.924927815,0,0.962463908,3.84985563,3.84985563,0,0,0,0,0,0,0,0,1.039,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  4/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  4/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
5,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,8.012820513,0,11.217948718,1.602564103,1.602564103,1.602564103,0,0,3.205128205,3.205128205,0,0,0,0,0,0,0,0,0.624,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  5/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  5/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
3,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,9.118541033,0,21.276595745,3.039513678,3.039513678,3.039513678,0,0,6.079027356,6.079027356,0,0,0,0,0,0,0,0,0.329,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  6/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  6/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
4,0,9,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,5.698005698,0,12.820512821,2.849002849,1.424501425,1.424501425,0,1.424501425,2.849002849,2.849002849,0,0,0,0,0,0,0,0,0.702,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  7/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  7/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
3,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,11.406844106,0,26.615969582,3.802281369,3.802281369,3.802281369,0,0,7.604562738,7.604562738,0,0,0,0,0,0,0,0,0.263,0,0,1,0,0,0,cfbd1f2f-977b-48ad-96d4-2fdd852c3008#461aa6d2-8935-49b0-a91c-3c4b72c8741a#10056e306,Amounts -  8/11,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=cfbd1f2f-977b-48ad-96d4-2fdd852c3008 - Workunit: Amounts -  8/11 - Pattern: Low No. Fields,0056e306,1470,Low No. Fields
