mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,workunit_id,step_id,class,verbose_text,worker_id,step_id,pattern
62,2,23,2,2,3,0,0,8,8,0,0,0,0,0,0,30,0,12.5,0.403225806,4.637096774,0.403225806,0.403225806,0.60483871,0,0,1.612903226,1.612903226,0,0,0,0,0,0,6.048387097,0,4.96,0,0,0,1,0,0,2b2ff6e2-3edf-4591-8ac4-e528b95ba70f#e5c4cad7-7b3a-4ced-b5e2-0e72dd56ac06#17b185eef,Dates -  2/5,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=2b2ff6e2-3edf-4591-8ac4-e528b95ba70f - Workunit: Dates -  2/5 - Pattern: Too fast for a WU,7b185eef,1470,Too fast for a WU
36,2,17,2,2,3,0,0,5,5,0,0,0,0,0,0,14,0,13.782542113,0.765696784,6.508422665,0.765696784,0.765696784,1.148545176,0,0,1.91424196,1.91424196,0,0,0,0,0,0,5.359877489,0,2.612,0,0,0,1,0,0,2b2ff6e2-3edf-4591-8ac4-e528b95ba70f#e5c4cad7-7b3a-4ced-b5e2-0e72dd56ac06#17b185eef,Dates -  3/5,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=2b2ff6e2-3edf-4591-8ac4-e528b95ba70f - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,7b185eef,1470,Too fast for a WU
71,2,30,2,2,8,0,0,9,9,0,0,0,0,0,0,35,0,17.067307692,0.480769231,7.211538462,0.480769231,0.480769231,1.923076923,0,0,2.163461538,2.163461538,0,0,0,0,0,0,8.413461538,0,4.16,0,0,0,1,0,0,2b2ff6e2-3edf-4591-8ac4-e528b95ba70f#e5c4cad7-7b3a-4ced-b5e2-0e72dd56ac06#17b185eef,Dates -  4/5,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=2b2ff6e2-3edf-4591-8ac4-e528b95ba70f - Workunit: Dates -  4/5 - Pattern: Too fast for a WU,7b185eef,1470,Too fast for a WU
73,2,30,2,2,8,0,0,9,9,0,0,0,0,0,0,35,0,18.397177419,0.504032258,7.560483871,0.504032258,0.504032258,2.016129032,0,0,2.268145161,2.268145161,0,0,0,0,0,0,8.820564516,0,3.968,0,0,0,1,0,0,9793f705-a241-41ed-901b-bcdd772798a3#f9742ee6-055a-4bd3-a093-757384f2a69b#17b185eef,Dates -  2/5,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=9793f705-a241-41ed-901b-bcdd772798a3 - Workunit: Dates -  2/5 - Pattern: Too fast for a WU,7b185eef,1470,Too fast for a WU
71,2,30,2,2,8,0,0,9,9,0,0,0,0,0,0,35,0,19.178822258,0.540248514,8.103727715,0.540248514,0.540248514,2.160994057,0,0,2.431118314,2.431118314,0,0,0,0,0,0,9.454349001,0,3.702,0,0,0,1,0,0,feec22e9-bfaf-4a43-9214-aef8e213ee63#e73be3e1-1026-48b7-a822-defe4db132b1#17b185eef,Dates -  4/5,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=feec22e9-bfaf-4a43-9214-aef8e213ee63 - Workunit: Dates -  4/5 - Pattern: Too fast for a WU,7b185eef,1470,Too fast for a WU
70,2,29,2,2,9,0,0,8,8,0,0,0,0,0,0,36,0,15.455950541,0.441598587,6.40317951,0.441598587,0.441598587,1.987193641,0,0,1.766394348,1.766394348,0,0,0,0,0,0,7.948774564,0,4.529,0,0,0,1,0,0,feec22e9-bfaf-4a43-9214-aef8e213ee63#e73be3e1-1026-48b7-a822-defe4db132b1#17b185eef,Dates -  5/5,1470,Reliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1470/jobs?id=&platform_job_id=feec22e9-bfaf-4a43-9214-aef8e213ee63 - Workunit: Dates -  5/5 - Pattern: Too fast for a WU,7b185eef,1470,Too fast for a WU
6,3,10,2,2,2,0,0,2,2,0,0,0,0,0,0,6,0,3.898635478,1.949317739,6.497725796,1.299545159,1.299545159,1.299545159,0,0,1.299545159,1.299545159,0,0,0,0,0,0,3.898635478,0,1.539,0,0,0,1,0,0,3A520CCNWNCOYNZJYJH08VSPFQYAEI#333f961f-d78d-4892-8cd3-163f8b6f4c26#1A105YRJ9M16N2P,Dates -  3/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3A520CCNWNCOYNZJYJH08VSPFQYAEI - Workunit: Dates -  3/5 - Pattern: Too fast for a WU,A105YRJ9M16N2P,1469,Too fast for a WU
30,8,29,6,6,6,0,1,5,5,0,0,0,0,0,0,5,0,8.194482382,2.185195302,7.921332969,1.638896476,1.638896476,1.638896476,0,0.273149413,1.365747064,1.365747064,0,0,0,0,0,0,1.365747064,0,3.661,13.956,0,1,0,0,0,3E22YV8GG1IZFXIYG12GODBTS4YNPZ#6203e0ee-fa59-49d4-bcef-043c81fdf396#1A105YRJ9M16N2P,Amounts -  1/4,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3E22YV8GG1IZFXIYG12GODBTS4YNPZ - Workunit: Amounts -  1/4 - Pattern: Low No. Fields,A105YRJ9M16N2P,1469,Low No. Fields
5,2,24,5,5,5,0,1,4,4,0,0,0,0,0,0,0,0,3.571428571,1.428571429,17.142857143,3.571428571,3.571428571,3.571428571,0,0.714285714,2.857142857,2.857142857,0,0,0,0,0,0,0,0,1.4,0,0,1,0,0,0,3E22YV8GG1IZFXIYG12GODBTS4YNPZ#6203e0ee-fa59-49d4-bcef-043c81fdf396#1A105YRJ9M16N2P,Amounts -  4/4,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3E22YV8GG1IZFXIYG12GODBTS4YNPZ - Workunit: Amounts -  4/4 - Pattern: Low No. Fields,A105YRJ9M16N2P,1469,Low No. Fields
4,3,10,2,2,2,0,0,2,2,0,0,0,0,1,0,9,0,2.552648373,1.91448628,6.381620932,1.276324186,1.276324186,1.276324186,0,0,1.276324186,1.276324186,0,0,0,0,0.638162093,0,5.743458839,0,1.567,0,0,0,1,0,0,3S37Y8CWI8C3DY5TAI1FHYDPUK7W49#69a99c30-2f4b-491c-bfbb-f9817a6e3c78#1A105YRJ9M16N2P,Dates -  4/5,1469,Unreliable,https://euprod.crowdcigar.com/storm/dashboard/steps/1469/jobs?id=&platform_job_id=3S37Y8CWI8C3DY5TAI1FHYDPUK7W49 - Workunit: Dates -  4/5 - Pattern: Too fast for a WU,A105YRJ9M16N2P,1469,Too fast for a WU
